,stageSubmissionTime,launchTime,finishTime,jobId,status,stageId,name,taskId,index,attempt,executorId,duration,sojournTime,waitingTime,taskLocality,executorDeserializeTime,executorRunTime,executorCpuTime,executorDeserializeCpuTime,resultSize,gettingResultTime,jvmGcTime,resultSerializationTime,memoryBytesSpilled,diskBytesSpilled,peakExecutionMemory,bytesRead,recordsRead,readTime,locationExecId,readMethod,cachedBlock,bytesWritten, recordsWritten,shuffleRemoteBlocksFetched,shuffleLocalBlocksFetched,shuffleFetchWaitTime, remoteBytesRead,shuffleRemoteBytesReadToDisk,shuffleLocalBytesRead,shuffleRecordsRead, shuffleBytesWritten,shuffleWriteTime,shuffleRecordsWritten,stageCompletionTime,measuredRunTime
1843,1569563723889,1569563740119,1569563740135,2,-,0,count at DistributedBlocking.scala:90,1829,229,0,35,16.0,21579.0,16230.0,PROCESS_LOCAL,2.0,11.0,11052188.0,1124273.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1842,1569563723889,1569563741828,1569563741869,2,-,0,count at DistributedBlocking.scala:90,2161,561,0,10,41.0,21579.0,17939.0,PROCESS_LOCAL,2.0,33.0,33190829.0,1174398.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1841,1569563723889,1569563740069,1569563740081,2,-,0,count at DistributedBlocking.scala:90,1820,220,0,15,12.0,21579.0,16180.0,PROCESS_LOCAL,2.0,5.0,5079704.0,1527909.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1840,1569563723889,1569563741448,1569563741645,2,-,0,count at DistributedBlocking.scala:90,2089,489,0,47,197.0,21579.0,17559.0,PROCESS_LOCAL,1.0,191.0,190533719.0,1117393.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1839,1569563723889,1569563740619,1569563740657,2,-,0,count at DistributedBlocking.scala:90,1928,328,0,15,38.0,21579.0,16730.0,PROCESS_LOCAL,2.0,7.0,7470369.0,1094792.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1838,1569563723889,1569563724099,1569563744892,2,-,0,count at DistributedBlocking.scala:90,14,14,0,22,20793.0,21579.0,210.0,PROCESS_LOCAL,20625.0,66.0,62896413.0,1039055944.0,789,0.0,0,1.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1837,1569563723889,1569563740184,1569563740255,2,-,0,count at DistributedBlocking.scala:90,1847,247,0,46,71.0,21579.0,16295.0,PROCESS_LOCAL,0.0,66.0,64875026.0,981327.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1836,1569563723889,1569563741956,1569563742017,2,-,0,count at DistributedBlocking.scala:90,2188,588,0,47,61.0,21579.0,18067.0,PROCESS_LOCAL,1.0,54.0,54023158.0,1107597.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1835,1569563723889,1569563740332,1569563740375,2,-,0,count at DistributedBlocking.scala:90,1874,274,0,31,43.0,21579.0,16443.0,PROCESS_LOCAL,1.0,37.0,37042968.0,1154163.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1834,1569563723889,1569563741912,1569563742109,2,-,0,count at DistributedBlocking.scala:90,2179,579,0,33,197.0,21579.0,18023.0,PROCESS_LOCAL,0.0,193.0,191566395.0,1083246.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1833,1569563723889,1569563741555,1569563741714,2,-,0,count at DistributedBlocking.scala:90,2107,507,0,15,159.0,21579.0,17666.0,PROCESS_LOCAL,0.0,154.0,152914341.0,1191663.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1832,1569563723889,1569563739870,1569563739898,2,-,0,count at DistributedBlocking.scala:90,1766,166,0,15,28.0,21579.0,15981.0,PROCESS_LOCAL,2.0,22.0,22029005.0,1578757.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1831,1569563723889,1569563741498,1569563741599,2,-,0,count at DistributedBlocking.scala:90,2098,498,0,45,101.0,21579.0,17609.0,PROCESS_LOCAL,2.0,95.0,95321640.0,1292637.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1830,1569563723889,1569563740441,1569563740471,2,-,0,count at DistributedBlocking.scala:90,1892,292,0,18,30.0,21579.0,16552.0,PROCESS_LOCAL,2.0,23.0,23292288.0,969290.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1829,1569563723889,1569563742202,1569563742224,2,-,0,count at DistributedBlocking.scala:90,2233,633,0,10,22.0,21579.0,18313.0,PROCESS_LOCAL,0.0,16.0,14976770.0,1147967.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1828,1569563723889,1569563742134,1569563742252,2,-,0,count at DistributedBlocking.scala:90,2224,624,0,31,118.0,21579.0,18245.0,PROCESS_LOCAL,1.0,113.0,112990572.0,914368.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1827,1569563723889,1569563740393,1569563740409,2,-,0,count at DistributedBlocking.scala:90,1883,283,0,31,16.0,21579.0,16504.0,PROCESS_LOCAL,1.0,10.0,9161937.0,1232120.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1826,1569563723889,1569563740050,1569563740086,2,-,0,count at DistributedBlocking.scala:90,1811,211,0,45,36.0,21579.0,16161.0,PROCESS_LOCAL,2.0,30.0,30537441.0,1029874.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1824,1569563723889,1569563740241,1569563740258,2,-,0,count at DistributedBlocking.scala:90,1856,256,0,7,17.0,21579.0,16352.0,PROCESS_LOCAL,1.0,9.0,7862932.0,1808595.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1800,1569563723889,1569563742124,1569563742228,2,-,0,count at DistributedBlocking.scala:90,2221,621,0,18,104.0,21579.0,18235.0,PROCESS_LOCAL,1.0,98.0,97484364.0,934062.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1898,1569563723889,1569563740834,1569563741005,2,-,0,count at DistributedBlocking.scala:90,1969,369,0,10,171.0,21579.0,16945.0,PROCESS_LOCAL,1.0,162.0,162091161.0,1094478.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1900,1569563723889,1569563742912,1569563742935,2,-,0,count at DistributedBlocking.scala:90,2382,782,0,30,23.0,21579.0,19023.0,PROCESS_LOCAL,1.0,18.0,18016793.0,769398.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1971,1569563723889,1569563739683,1569563739868,2,-,0,count at DistributedBlocking.scala:90,1730,130,0,31,185.0,21579.0,15794.0,PROCESS_LOCAL,2.0,179.0,179051399.0,1248230.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1970,1569563723889,1569563724103,1569563745410,2,-,0,count at DistributedBlocking.scala:90,49,49,0,32,21307.0,21579.0,214.0,PROCESS_LOCAL,21167.0,78.0,55650618.0,1050151558.0,789,0.0,0,1.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1969,1569563723889,1569563742497,1569563742523,2,-,0,count at DistributedBlocking.scala:90,2304,704,0,47,26.0,21579.0,18608.0,PROCESS_LOCAL,2.0,20.0,20342956.0,1007654.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1968,1569563723889,1569563741004,1569563741084,2,-,0,count at DistributedBlocking.scala:90,1990,390,0,10,80.0,21579.0,17115.0,PROCESS_LOCAL,1.0,72.0,71547499.0,1148472.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1967,1569563723889,1569563742465,1569563742620,2,-,0,count at DistributedBlocking.scala:90,2295,695,0,45,155.0,21579.0,18576.0,PROCESS_LOCAL,1.0,150.0,149561137.0,988513.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1966,1569563723889,1569563724102,1569563737888,2,-,0,count at DistributedBlocking.scala:90,40,40,0,10,13786.0,21579.0,213.0,PROCESS_LOCAL,13635.0,72.0,72125067.0,854054280.0,789,0.0,0,1.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1965,1569563723889,1569563740758,1569563740828,2,-,0,count at DistributedBlocking.scala:90,1954,354,0,2,70.0,21579.0,16869.0,PROCESS_LOCAL,2.0,63.0,63395913.0,1061097.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1964,1569563723889,1569563742613,1569563742770,2,-,0,count at DistributedBlocking.scala:90,2322,722,0,18,157.0,21579.0,18724.0,PROCESS_LOCAL,2.0,150.0,150059740.0,1089574.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1963,1569563723889,1569563740921,1569563741091,2,-,0,count at DistributedBlocking.scala:90,1981,381,0,34,170.0,21579.0,17032.0,PROCESS_LOCAL,9.0,154.0,155091520.0,7579130.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1962,1569563723889,1569563742424,1569563742439,2,-,0,count at DistributedBlocking.scala:90,2286,686,0,31,15.0,21579.0,18535.0,PROCESS_LOCAL,1.0,10.0,9563661.0,926451.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1961,1569563723889,1569563742130,1569563742197,2,-,0,count at DistributedBlocking.scala:90,2223,623,0,2,67.0,21579.0,18241.0,PROCESS_LOCAL,0.0,63.0,61727080.0,803916.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1960,1569563723889,1569563740468,1569563740477,2,-,0,count at DistributedBlocking.scala:90,1900,300,0,33,9.0,21579.0,16579.0,PROCESS_LOCAL,2.0,3.0,3005554.0,1336688.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1959,1569563723889,1569563739727,1569563739788,2,-,0,count at DistributedBlocking.scala:90,1739,139,0,42,61.0,21579.0,15838.0,PROCESS_LOCAL,2.0,55.0,55401246.0,1248156.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1958,1569563723889,1569563739414,1569563739435,2,-,0,count at DistributedBlocking.scala:90,1667,67,0,33,21.0,21579.0,15525.0,PROCESS_LOCAL,0.0,16.0,14706837.0,1199929.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1957,1569563723889,1569563741094,1569563741142,2,-,0,count at DistributedBlocking.scala:90,2008,408,0,47,48.0,21579.0,17205.0,PROCESS_LOCAL,1.0,42.0,41454351.0,904112.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1956,1569563723889,1569563739527,1569563739568,2,-,0,count at DistributedBlocking.scala:90,1694,94,0,46,41.0,21579.0,15638.0,PROCESS_LOCAL,3.0,33.0,33788908.0,2061283.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1955,1569563723889,1569563739361,1569563739395,2,-,0,count at DistributedBlocking.scala:90,1658,58,0,18,34.0,21579.0,15472.0,PROCESS_LOCAL,2.0,28.0,28127452.0,1127255.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1954,1569563723889,1569563742664,1569563742672,2,-,0,count at DistributedBlocking.scala:90,2340,740,0,33,8.0,21579.0,18775.0,PROCESS_LOCAL,0.0,2.0,841244.0,1222003.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1953,1569563723889,1569563739492,1569563739526,2,-,0,count at DistributedBlocking.scala:90,1685,85,0,7,34.0,21579.0,15603.0,PROCESS_LOCAL,2.0,28.0,27927689.0,1316367.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1952,1569563723889,1569563741055,1569563741114,2,-,0,count at DistributedBlocking.scala:90,1999,399,0,30,59.0,21579.0,17166.0,PROCESS_LOCAL,2.0,50.0,50371776.0,1075016.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1951,1569563723889,1569563741171,1569563741406,2,-,0,count at DistributedBlocking.scala:90,2026,426,0,35,235.0,21579.0,17282.0,PROCESS_LOCAL,1.0,230.0,229598854.0,802217.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1972,1569563723889,1569563741371,1569563741460,2,-,0,count at DistributedBlocking.scala:90,2071,471,0,46,89.0,21579.0,17482.0,PROCESS_LOCAL,0.0,82.0,80825789.0,781433.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1950,1569563723889,1569563742843,1569563742915,2,-,0,count at DistributedBlocking.scala:90,2373,773,0,2,72.0,21579.0,18954.0,PROCESS_LOCAL,1.0,66.0,65414503.0,1436070.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1973,1569563723889,1569563740658,1569563740709,2,-,0,count at DistributedBlocking.scala:90,1936,336,0,46,51.0,21579.0,16769.0,PROCESS_LOCAL,1.0,44.0,42715018.0,1397227.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1975,1569563723889,1569563740708,1569563740796,2,-,0,count at DistributedBlocking.scala:90,1945,345,0,46,88.0,21579.0,16819.0,PROCESS_LOCAL,0.0,82.0,80778132.0,1001984.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1996,1569563723889,1569563739561,1569563739621,2,-,0,count at DistributedBlocking.scala:90,1703,103,0,2,60.0,21579.0,15672.0,PROCESS_LOCAL,1.0,55.0,54555581.0,1151856.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1995,1569563723889,1569563742714,1569563742823,2,-,0,count at DistributedBlocking.scala:90,2349,749,0,31,109.0,21579.0,18825.0,PROCESS_LOCAL,2.0,103.0,103457933.0,1039391.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1994,1569563723889,1569563724101,1569563745363,2,-,0,count at DistributedBlocking.scala:90,31,31,0,3,21262.0,21579.0,212.0,PROCESS_LOCAL,21046.0,139.0,98690976.0,1021007544.0,832,0.0,0,1.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1993,1569563723889,1569563742858,1569563742962,2,-,0,count at DistributedBlocking.scala:90,2376,776,0,7,104.0,21579.0,18969.0,PROCESS_LOCAL,1.0,98.0,97555262.0,1025267.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1992,1569563723889,1569563741227,1569563741260,2,-,0,count at DistributedBlocking.scala:90,2035,435,0,47,33.0,21579.0,17338.0,PROCESS_LOCAL,1.0,26.0,25594281.0,944099.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1991,1569563723889,1569563724100,1569563731028,2,-,0,count at DistributedBlocking.scala:90,22,22,0,42,6928.0,21579.0,211.0,PROCESS_LOCAL,6803.0,55.0,53914643.0,978897416.0,789,0.0,0,1.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1990,1569563723889,1569563740805,1569563740850,2,-,0,count at DistributedBlocking.scala:90,1963,363,0,47,45.0,21579.0,16916.0,PROCESS_LOCAL,1.0,39.0,38906033.0,878381.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1989,1569563723889,1569563742341,1569563742463,2,-,0,count at DistributedBlocking.scala:90,2268,668,0,46,122.0,21579.0,18452.0,PROCESS_LOCAL,2.0,115.0,115204722.0,1047207.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1988,1569563723889,1569563739814,1569563739839,2,-,0,count at DistributedBlocking.scala:90,1757,157,0,10,25.0,21579.0,15925.0,PROCESS_LOCAL,2.0,17.0,16180869.0,2514953.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1987,1569563723889,1569563741336,1569563741371,2,-,0,count at DistributedBlocking.scala:90,2062,462,0,46,35.0,21579.0,17447.0,PROCESS_LOCAL,1.0,29.0,28937583.0,1097603.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1986,1569563723889,1569563739635,1569563739684,2,-,0,count at DistributedBlocking.scala:90,1721,121,0,18,49.0,21579.0,15746.0,PROCESS_LOCAL,0.0,44.0,42607221.0,1021854.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1985,1569563723889,1569563739780,1569563739790,2,-,0,count at DistributedBlocking.scala:90,1748,148,0,33,10.0,21579.0,15891.0,PROCESS_LOCAL,2.0,4.0,4365639.0,1033539.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1984,1569563723889,1569563742962,1569563743032,2,-,0,count at DistributedBlocking.scala:90,2394,794,0,7,70.0,21579.0,19073.0,PROCESS_LOCAL,2.0,63.0,63391902.0,981794.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1983,1569563723889,1569563741307,1569563741373,2,-,0,count at DistributedBlocking.scala:90,2053,453,0,31,66.0,21579.0,17418.0,PROCESS_LOCAL,2.0,59.0,59301038.0,1273184.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1982,1569563723889,1569563740842,1569563740850,2,-,0,count at DistributedBlocking.scala:90,1972,372,0,46,8.0,21579.0,16953.0,PROCESS_LOCAL,1.0,2.0,1463107.0,836797.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1981,1569563723889,1569563742559,1569563742570,2,-,0,count at DistributedBlocking.scala:90,2313,713,0,35,11.0,21579.0,18670.0,PROCESS_LOCAL,2.0,4.0,4186300.0,1246149.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1980,1569563723889,1569563742227,1569563742277,2,-,0,count at DistributedBlocking.scala:90,2241,641,0,15,50.0,21579.0,18338.0,PROCESS_LOCAL,2.0,44.0,44185372.0,1328377.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1979,1569563723889,1569563742197,1569563742216,2,-,0,count at DistributedBlocking.scala:90,2232,632,0,2,19.0,21579.0,18308.0,PROCESS_LOCAL,0.0,15.0,13748021.0,800363.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1978,1569563723889,1569563742826,1569563742939,2,-,0,count at DistributedBlocking.scala:90,2367,767,0,34,113.0,21579.0,18937.0,PROCESS_LOCAL,2.0,105.0,104689047.0,1859289.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1977,1569563723889,1569563724099,1569563729130,2,-,0,count at DistributedBlocking.scala:90,13,13,0,2,5031.0,21579.0,210.0,PROCESS_LOCAL,4859.0,98.0,96918060.0,905073337.0,832,0.0,0,1.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1976,1569563723889,1569563724098,1569563743039,2,-,0,count at DistributedBlocking.scala:90,4,4,0,16,18941.0,21579.0,209.0,PROCESS_LOCAL,18765.0,82.0,81087472.0,993402640.0,832,0.0,0,1.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1974,1569563723889,1569563742368,1569563742434,2,-,0,count at DistributedBlocking.scala:90,2277,677,0,42,66.0,21579.0,18479.0,PROCESS_LOCAL,2.0,60.0,59775456.0,1651296.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1899,1569563723889,1569563741258,1569563741291,2,-,0,count at DistributedBlocking.scala:90,2041,441,0,31,33.0,21579.0,17369.0,PROCESS_LOCAL,0.0,29.0,27583250.0,1121227.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1949,1569563723889,1569563742489,1569563742563,2,-,0,count at DistributedBlocking.scala:90,2301,701,0,46,74.0,21579.0,18600.0,PROCESS_LOCAL,2.0,66.0,66319955.0,1341696.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1947,1569563723889,1569563742445,1569563742614,2,-,0,count at DistributedBlocking.scala:90,2292,692,0,31,169.0,21579.0,18556.0,PROCESS_LOCAL,0.0,165.0,163846211.0,918265.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1921,1569563723889,1569563742751,1569563742898,2,-,0,count at DistributedBlocking.scala:90,2355,755,0,15,147.0,21579.0,18862.0,PROCESS_LOCAL,2.0,141.0,141293362.0,1221223.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1920,1569563723889,1569563742625,1569563742652,2,-,0,count at DistributedBlocking.scala:90,2328,728,0,7,27.0,21579.0,18736.0,PROCESS_LOCAL,2.0,21.0,21437916.0,991557.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1919,1569563723889,1569563741119,1569563741319,2,-,0,count at DistributedBlocking.scala:90,2014,414,0,15,200.0,21579.0,17230.0,PROCESS_LOCAL,2.0,191.0,191240629.0,1361148.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1918,1569563723889,1569563739552,1569563739582,2,-,0,count at DistributedBlocking.scala:90,1700,100,0,15,30.0,21579.0,15663.0,PROCESS_LOCAL,2.0,24.0,23039979.0,2305458.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1917,1569563723889,1569563742412,1569563742424,2,-,0,count at DistributedBlocking.scala:90,2283,683,0,31,12.0,21579.0,18523.0,PROCESS_LOCAL,2.0,6.0,6162763.0,1111596.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1916,1569563723889,1569563740064,1569563740119,2,-,0,count at DistributedBlocking.scala:90,1817,217,0,35,55.0,21579.0,16175.0,PROCESS_LOCAL,0.0,50.0,48804626.0,1001561.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1915,1569563723889,1569563740033,1569563740064,2,-,0,count at DistributedBlocking.scala:90,1808,208,0,2,31.0,21579.0,16144.0,PROCESS_LOCAL,2.0,25.0,25118042.0,1086773.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1914,1569563723889,1569563740003,1569563740018,2,-,0,count at DistributedBlocking.scala:90,1799,199,0,33,15.0,21579.0,16114.0,PROCESS_LOCAL,0.0,11.0,9845201.0,897807.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1913,1569563723889,1569563739709,1569563739718,2,-,0,count at DistributedBlocking.scala:90,1736,136,0,35,9.0,21579.0,15820.0,PROCESS_LOCAL,1.0,3.0,3105821.0,923917.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
